288446	Adult/Arts/Online_Writing/Fiction/BDSM/Femsub	0	Stories about sexually submissive women.   		
288443	Adult/Arts/Online_Writing/Fiction/BDSM/Spanking	6	Category for sites containing spanking fiction or real-life accounts of adult spanking.   		
288444	Adult/Arts/Online_Writing/Fiction/BDSM/Spanking/Free	5	Sites which contain spanking stories, both fictional and based on real life. 		
288445	Adult/Arts/Online_Writing/Fiction/BDSM/Spanking/Members	1	This category is for sites which contain spanking related stories, either fiction or non-fiction, requiring membership or act as a gateway to membership or AVS (adult verification service) sites.  Sites that sell spanking stories (either on-line or by mail) should also be listed here.   		
288229	Adult/Arts/Online_Writing/Fiction/Fan_Fiction	259	This category is for fan fiction that focuses on portrayals of explicit sex. 		
288387	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Bands_and_Artists	8	 		
288388	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Bands_and_Artists/'N_Sync	2	 		
288389	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Bands_and_Artists/Backstreet_Boys	5	This category contains links to Adult natured Backstreet Boys fan fictions.   		
288391	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Bands_and_Artists/KISS	0	Stories with a sexually explicit focus featuring members of the band.   		
288390	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Bands_and_Artists/Savage_Garden	0	 		
288392	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Batman	0	 		
288233	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Books	3	Sites that primarily host stories based on or inspired by books.   		
288235	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Books/Harry_Potter	2	Adult fan fiction based on the Harry Potter series of books by J. K. Rowling.  Adult fan fiction includes sexually explicit content.   		
288234	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Books/Vampire_Chronicles	1	Fan fiction based on the vampire series by Anne Rice, featuring characters such as Lestat and Louis.   		
288383	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Cartoons	0	Sites that primarily host stories based on or inspired by cartoon series.   		
288384	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Cartoons/Ghostbusters	0	 		
288385	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Cartoons/ReBoot	0	In the CGI animated cartoon, a computer program lives inside the Mainframe, defending the system from viruses.  Adult fan fiction includes graphic sexual material.   		
288386	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Cartoons/Transformers	0	 		
288236	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Chats_and_Forums	0	Chat rooms, forums, mailing lists, bulletin boards and other online venues for discussion of erotic fan fiction. 		
288412	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Comics	1	Sites that primarily host stories based on or inspired by comic books.   		
288232	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Directories	1	For directories and other types of large, organized link collections, such as story recommendation sites.   		
288411	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Fanzines	4	Fanzines are printed collections of fan fiction, sold privately by fans.  Adult fan fiction includes sexually graphic material.   		
288409	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Het	0	Fan fiction portraying characters of different genders engaging in sex. 		
288230	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Highlander	2	 		
288231	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Highlander/Slash	1	Sites that host stories focusing on same-gender sex or romance involving one or more characters from the television series or the movies.   		
288394	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Lord_of_the_Rings	19	J.R.R. Tolkien wrote the classic fantasy trilogy <em>The Lord of the Rings</em>, which is currently being produced as a film trilogy by Peter Jackson.    Fan fiction inspired by Tolkien's works can be inspired by books from the trilogy, his other works (such as <em>The Hobbit</em> and <em>The Silmarillion</em>), derived works such as the films or the BBC radio series, or the actors who play the parts of the characters.    Probably because of the prevalence of male characters, much of the fiction in this fandom features slash (same-sex) pairings. Popular pairings include: Frodo/Sam, Merry/Pippin, Aragorn/Legolas, Aragorn/Boromir, and Legolas/Gimli.   There are also many stories featuring the actors in the new movies, especially Elijah Wood, Sean Astin, Dominic Monaghan, Billy Boyd, Orlando Bloom, Viggo Mortensen, and Sean Bean.   		
288395	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Lord_of_the_Rings/Chats_and_Forums	4	Sites about electronic discussion groups whose communications are transmitted over email.   		
288396	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Lord_of_the_Rings/Slash	12	For works that feature primarily homosexual relationships (male/male or female/female).   		
288398	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Lord_of_the_Rings/Slash/Character	8	Works featuring characters created by Tolkien.   		
288399	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Lord_of_the_Rings/Slash/Character/Chats_and_Forums	1	Lists discussing characters created by Tolkien.   		
288397	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Lord_of_the_Rings/Slash/Chats_and_Forums	0	For lists discussing primarily male/male or female/female pairings.   		
288400	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Lord_of_the_Rings/Slash/Real-Person	3	Works portraying relationships between the real people associated with the Lord of the Rings, such as the actors involved in the movies.   		
288401	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Lord_of_the_Rings/Slash/Real-Person/Chats_and_Forums	2	Lists about fictional relationships between the real people associated with the Lord of the Rings, such as the actors involved in the movies.   		
288245	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Movies	11	This category is for adult oriented fan fiction based on or inspired by theatrical films. "Adult oriented" fiction includes explicit sexual content.   		
288246	Adult/Arts/Online_Writing/Fiction/Fan_Fiction/Movies/Actors_and_Actresses	1	This category is for adult oriented fan fiction based on or inspired by specific movie actors and/or actresses. "Adult oriented" fiction includes but is not limited to adult themes and situations, sexual content, graphic sex, graphic violence and gore, drug references, substance abuse, etc.   		
